y,x,intensity,type
2893.0,1069.0,173.0,star
1224.0,2129.0,142.0,star
2366.0,1043.0,158.0,star
2122.0,659.0,155.0,star
1178.0,257.0,155.0,star
1225.0,1541.0,137.0,star
1414.0,1647.0,131.0,star
1758.0,1401.0,143.0,star
1423.0,1840.0,132.0,star
2040.0,1751.0,135.0,star
2092.0,1129.0,147.0,star
1582.0,1903.0,135.0,star
2156.0,1331.0,144.0,star
2160.0,1413.0,136.0,star
1420.0,1744.0,135.0,star
524.0,2404.0,151.0,star
1983.0,1546.0,139.0,star
2303.0,525.0,153.0,star
333.0,1401.0,152.0,star
1038.0,1453.0,160.0,star
2747.0,1268.0,165.0,star
1989.0,1261.0,138.0,star
1851.0,709.0,164.0,star
176.0,1170.0,163.0,star
1573.0,126.0,172.0,star
2702.0,1620.0,168.0,star
2058.0,2051.0,139.0,star
2342.0,1019.0,149.0,star
1805.0,947.0,160.0,star
2126.0,430.0,169.0,star
1198.0,1836.0,144.0,star
2571.0,178.0,180.0,star
2394.0,1094.0,151.0,star
1195.0,1546.0,140.0,star
1149.0,1869.0,146.0,star
1019.0,705.0,171.0,star
2095.0,2141.0,139.0,star
2657.0,1984.0,168.0,star
1531.0,1393.0,137.0,star
2369.0,2772.0,161.0,star
2193.0,1763.0,139.0,star
1430.0,1783.0,132.0,star
2291.0,3066.0,176.0,star
2211.0,1321.0,136.0,star
2029.0,642.0,165.0,star
1151.0,2883.0,158.0,star
890.0,1592.0,170.0,star
2478.0,1571.0,146.0,star
2906.0,1602.0,170.0,star
3148.0,400.0,140.0,star
2110.0,818.0,159.0,star
1150.0,2001.0,139.0,star
1483.0,1849.0,133.0,star
1226.0,1498.0,141.0,star
494.0,2452.0,165.0,star
1860.0,138.0,155.0,star
1495.0,1843.0,133.0,star
2066.0,1067.0,148.0,star
2066.0,2070.0,155.0,star
860.0,966.0,150.0,star
1379.0,1607.0,134.0,star
1460.0,1141.0,145.0,star
575.0,2438.0,152.0,star
2726.0,2087.0,169.0,star
1163.0,148.0,133.0,star
1224.0,739.0,168.0,star
702.0,2537.0,147.0,star
1202.0,769.0,153.0,star
550.0,1070.0,155.0,star
1594.0,2081.0,148.0,star
2365.0,1230.0,134.0,star
2023.0,1916.0,130.0,star
2327.0,992.0,144.0,star
1115.0,2407.0,144.0,star
902.0,1299.0,163.0,star
1407.0,1785.0,135.0,star
1130.0,1806.0,138.0,star
1925.0,939.0,151.0,star
2147.0,1540.0,136.0,star
1506.0,2796.0,138.0,star
2753.0,1250.0,156.0,star
2390.0,918.0,154.0,star
1189.0,313.0,178.0,star
1087.0,1817.0,142.0,star
1288.0,1244.0,157.0,star
1794.0,1452.0,131.0,star
2637.0,1687.0,153.0,star
2287.0,903.0,156.0,star
2192.0,1884.0,142.0,star
1922.0,1537.0,126.0,star
1377.0,70.0,152.0,star
1418.0,2409.0,156.0,star
1852.0,1219.0,159.0,star
2648.0,1489.0,154.0,star
2292.0,1677.0,149.0,star
1148.0,982.0,156.0,star
2244.0,849.0,154.0,star
2143.0,2000.0,144.0,star
1109.0,2295.0,149.0,star
740.0,1176.0,155.0,star
1916.0,358.0,157.0,star
1376.0,2502.0,148.0,star
3043.0,1032.0,179.0,star
1839.0,1141.0,167.0,star
2351.0,1965.0,148.0,star
271.0,1518.0,158.0,star
916.0,2638.0,156.0,star
1186.0,1877.0,148.0,star
2519.0,1862.0,145.0,star
1216.0,1968.0,143.0,star
1447.0,2554.0,151.0,star
969.0,1583.0,163.0,star
713.0,1180.0,142.0,star
465.0,1765.0,173.0,star
2192.0,981.0,151.0,star
2452.0,1217.0,145.0,star
318.0,1250.0,132.0,star
1054.0,1468.0,153.0,star
1300.0,1993.0,144.0,star
341.0,1155.0,169.0,star
169.0,1456.0,160.0,star
652.0,455.0,173.0,star
1293.0,1412.0,140.0,star
1698.0,1197.0,150.0,star
1203.0,2307.0,141.0,star
808.0,1959.0,161.0,star
1398.0,3009.0,173.0,star
1266.0,1625.0,139.0,star
1833.0,473.0,146.0,star
670.0,2514.0,162.0,star
2643.0,562.0,171.0,star
1183.0,389.0,183.0,star
977.0,2379.0,151.0,star
2340.0,1396.0,159.0,star
2165.0,1486.0,139.0,star
1633.0,2221.0,154.0,star
2255.0,1491.0,133.0,star
1448.0,1248.0,135.0,star
1885.0,1401.0,137.0,star
1681.0,1942.0,129.0,star
1396.0,28.0,165.0,star
743.0,2682.0,170.0,star
2305.0,1989.0,155.0,star
1554.0,2654.0,160.0,star
480.0,1732.0,174.0,star
1081.0,786.0,161.0,star
1995.0,951.0,146.0,star
1357.0,825.0,156.0,star
135.0,1284.0,173.0,star
2302.0,1964.0,146.0,star
2052.0,1347.0,143.0,star
1874.0,364.0,166.0,star
2868.0,1948.0,132.0,star
1098.0,2882.0,166.0,star
2013.0,1187.0,132.0,star
2957.0,1288.0,169.0,star
1349.0,2037.0,151.0,star
1619.0,1256.0,147.0,star
1134.0,1080.0,141.0,star
2272.0,1542.0,134.0,star
1782.0,2038.0,135.0,star
1922.0,2109.0,146.0,star
782.0,1835.0,158.0,star
1580.0,725.0,159.0,star
1427.0,2521.0,136.0,star
1025.0,2868.0,172.0,star
1133.0,2168.0,142.0,star
1034.0,784.0,160.0,star
2083.0,1500.0,131.0,star
1215.0,2001.0,135.0,star
1430.0,2653.0,151.0,star
2821.0,1343.0,166.0,star
2125.0,1837.0,137.0,star
1994.0,622.0,133.0,star
2283.0,1013.0,130.0,star
1045.0,696.0,164.0,star
1408.0,1377.0,144.0,star
1671.0,1332.0,134.0,star
1676.0,1355.0,142.0,star
1721.0,2248.0,147.0,star
1986.0,2001.0,136.0,star
1001.0,2667.0,160.0,star
1094.0,2493.0,144.0,star
2799.0,1450.0,148.0,star
1638.0,1333.0,127.0,star
1659.0,118.0,155.0,star
1034.0,2645.0,161.0,star
2527.0,2278.0,156.0,star
2149.0,303.0,164.0,star
1533.0,2633.0,153.0,star
1233.0,1417.0,153.0,star
1671.0,2846.0,152.0,star
1097.0,1706.0,147.0,star
2328.0,1515.0,156.0,star
782.0,1006.0,164.0,star
1106.0,150.0,162.0,star
3042.0,1866.0,164.0,star
2927.0,1250.0,152.0,star
986.0,1312.0,155.0,star
1341.0,1316.0,149.0,star
1239.0,1822.0,140.0,star
2356.0,1332.0,147.0,star
1070.0,2907.0,164.0,star
1414.0,1701.0,127.0,star
1739.0,2177.0,153.0,star
2660.0,1606.0,129.0,star
2092.0,1646.0,126.0,star
1000.0,2145.0,144.0,star
1890.0,1983.0,134.0,star
2582.0,2244.0,137.0,star
2500.0,972.0,164.0,star
1028.0,1517.0,149.0,star
992.0,2000.0,151.0,star
1366.0,1515.0,131.0,star
1390.0,1387.0,138.0,star
1454.0,2406.0,144.0,star
2123.0,398.0,160.0,star
1063.0,1884.0,131.0,star
1834.0,238.0,156.0,star
1511.0,3059.0,155.0,star
1288.0,2414.0,131.0,star
343.0,1256.0,144.0,star
1500.0,2090.0,137.0,star
1174.0,1838.0,137.0,star
2422.0,229.0,162.0,star
1263.0,1869.0,148.0,star
1265.0,1772.0,133.0,star
2890.0,1890.0,167.0,star
994.0,2182.0,136.0,star
2443.0,879.0,150.0,star
1297.0,616.0,152.0,star
2567.0,2575.0,125.0,star
1103.0,2480.0,148.0,star
1686.0,1024.0,150.0,star
1366.0,1780.0,133.0,star
1804.0,1193.0,137.0,star
1376.0,1552.0,128.0,star
1074.0,2203.0,150.0,star
834.0,1153.0,155.0,star
931.0,2532.0,144.0,star
1476.0,2439.0,150.0,star
795.0,1140.0,144.0,star
2105.0,1295.0,131.0,star
2195.0,1007.0,154.0,star
1907.0,2083.0,154.0,star
1937.0,600.0,161.0,star
1549.0,2073.0,143.0,star
1212.0,251.0,153.0,star
1687.0,276.0,137.0,star
1778.0,157.0,144.0,star
1398.0,1659.0,128.0,star
2132.0,1561.0,134.0,star
1225.0,853.0,168.0,star
2842.0,570.0,178.0,star
2899.0,1294.0,150.0,star
2168.0,1314.0,125.0,star
1607.0,2172.0,143.0,star
871.0,2828.0,165.0,star
1629.0,2233.0,138.0,star
1874.0,401.0,151.0,star
1584.0,2729.0,153.0,star
1209.0,1476.0,141.0,star
2845.0,1913.0,158.0,star
1242.0,1058.0,138.0,star
1809.0,1381.0,150.0,star
2153.0,1561.0,135.0,star
600.0,2141.0,158.0,star
1950.0,1671.0,130.0,star
597.0,3231.0,130.0,star
2041.0,789.0,158.0,star
2274.0,1524.0,135.0,star
2249.0,887.0,155.0,star
1115.0,2150.0,144.0,star
2385.0,1904.0,144.0,star
1725.0,2106.0,154.0,star
2206.0,2834.0,169.0,star
265.0,1770.0,154.0,star
2106.0,1545.0,130.0,star
1372.0,1707.0,130.0,star
1313.0,1504.0,131.0,star
932.0,1391.0,144.0,star
873.0,1375.0,164.0,star
1569.0,2543.0,141.0,star
1360.0,1694.0,133.0,star
1401.0,2611.0,151.0,star
2278.0,846.0,149.0,star
1194.0,2428.0,149.0,star
2024.0,1032.0,144.0,star
644.0,2348.0,156.0,star
1083.0,995.0,153.0,star
1535.0,2285.0,146.0,star
621.0,1047.0,153.0,star
1137.0,2689.0,144.0,star
290.0,1295.0,157.0,star
806.0,1924.0,171.0,star
2064.0,2854.0,164.0,star
1390.0,2974.0,154.0,star
2035.0,2874.0,162.0,star
2324.0,1715.0,153.0,star
878.0,2053.0,151.0,star
2635.0,2511.0,164.0,star
903.0,462.0,159.0,star
359.0,1296.0,127.0,star
537.0,557.0,129.0,star
1061.0,2032.0,141.0,star
1658.0,1939.0,134.0,star
569.0,1137.0,163.0,star
2272.0,2257.0,160.0,star
1359.0,1414.0,130.0,star
1101.0,1448.0,157.0,star
2250.0,1445.0,141.0,star
1952.0,957.0,150.0,star
1195.0,2037.0,136.0,star
1382.0,2542.0,142.0,star
2122.0,1955.0,149.0,star
2173.0,1332.0,141.0,star
2309.0,1011.0,141.0,star
1173.0,2190.0,133.0,star
2201.0,733.0,151.0,star
891.0,1145.0,149.0,star
2125.0,1146.0,135.0,star
1993.0,1425.0,156.0,star
591.0,1037.0,149.0,star
1316.0,1193.0,144.0,star
606.0,1024.0,155.0,star
1881.0,2025.0,140.0,star
2275.0,1635.0,144.0,star
1829.0,1191.0,144.0,star
1791.0,285.0,155.0,star
1092.0,1012.0,134.0,star
1217.0,284.0,144.0,star
2084.0,1431.0,141.0,star
1410.0,2669.0,160.0,star
461.0,2487.0,170.0,star
106.0,1473.0,175.0,star
1930.0,1522.0,130.0,star
1596.0,2537.0,149.0,star
1863.0,1962.0,133.0,star
1383.0,1666.0,128.0,star
1064.0,1071.0,144.0,star
1503.0,1356.0,139.0,star
1112.0,1777.0,134.0,star
1637.0,1956.0,131.0,star
1875.0,2481.0,156.0,star
1192.0,1666.0,133.0,star
2181.0,2103.0,151.0,star
2169.0,1285.0,139.0,star
1171.0,511.0,169.0,star
2984.0,1050.0,145.0,star
1401.0,1877.0,129.0,star
540.0,2244.0,151.0,star
1330.0,1319.0,153.0,star
1729.0,2012.0,134.0,star
2028.0,1353.0,130.0,star
1047.0,2264.0,132.0,star
682.0,1715.0,151.0,star
1961.0,1559.0,133.0,star
1995.0,1651.0,131.0,star
2524.0,359.0,159.0,star
720.0,1142.0,132.0,star
2778.0,45.0,178.0,star
2691.0,285.0,158.0,star
1870.0,1252.0,148.0,star
1949.0,1292.0,131.0,star
1891.0,1522.0,122.0,star
2229.0,1090.0,137.0,star
2215.0,1446.0,130.0,star
1457.0,977.0,153.0,star
1072.0,2520.0,155.0,star
1571.0,337.0,136.0,star
2416.0,1211.0,129.0,star
1694.0,1232.0,153.0,star
2360.0,1300.0,137.0,star
1826.0,2175.0,155.0,star
1023.0,1217.0,140.0,star
1409.0,1851.0,130.0,star
1852.0,1972.0,134.0,star
2037.0,420.0,161.0,star
3081.0,2393.0,164.0,star
1746.0,891.0,152.0,star
2645.0,1347.0,167.0,star
2225.0,1396.0,130.0,star
1218.0,1144.0,126.0,star
1220.0,1122.0,156.0,star
1149.0,2663.0,161.0,star
1382.0,1654.0,127.0,star
623.0,1965.0,160.0,star
1118.0,2350.0,136.0,star
2075.0,826.0,146.0,star
1084.0,2534.0,154.0,star
2790.0,2227.0,154.0,star
858.0,1196.0,140.0,star
931.0,2413.0,160.0,star
927.0,978.0,151.0,star
1390.0,1742.0,131.0,star
1164.0,2246.0,139.0,star
1251.0,1606.0,131.0,star
2490.0,1142.0,131.0,star
483.0,793.0,173.0,star
1142.0,1989.0,127.0,star
2539.0,2731.0,160.0,star
2576.0,1666.0,153.0,star
1203.0,2391.0,131.0,star
1997.0,2019.0,136.0,star
1042.0,1079.0,145.0,star
2108.0,966.0,147.0,star
2521.0,1993.0,138.0,star
2471.0,1128.0,151.0,star
2895.0,1901.0,162.0,star
1469.0,799.0,155.0,star
1060.0,2108.0,136.0,star
1783.0,2126.0,144.0,star
672.0,2761.0,173.0,star
803.0,1045.0,126.0,star
934.0,2091.0,136.0,star
1195.0,2413.0,142.0,star
1103.0,1684.0,140.0,star
2111.0,2104.0,156.0,star
1535.0,2313.0,146.0,star
2273.0,3061.0,140.0,star
1576.0,1401.0,124.0,star
2224.0,1260.0,134.0,star
1590.0,2616.0,144.0,star
1640.0,1988.0,137.0,star
1186.0,1838.0,147.0,star
2822.0,334.0,152.0,star
2091.0,2933.0,171.0,star
1892.0,2440.0,168.0,star
552.0,1939.0,163.0,star
1109.0,1648.0,131.0,star
1998.0,1777.0,129.0,star
1333.0,1535.0,138.0,star
1080.0,1741.0,130.0,star
2262.0,1024.0,130.0,star
360.0,2128.0,131.0,star
965.0,1015.0,147.0,star
1551.0,2636.0,134.0,star
2538.0,1726.0,153.0,star
1916.0,1989.0,125.0,star
1840.0,1959.0,130.0,star
1268.0,1636.0,125.0,star
907.0,968.0,150.0,star
1031.0,1361.0,144.0,star
1899.0,344.0,133.0,star
940.0,2396.0,151.0,star
1749.0,190.0,153.0,star
388.0,1288.0,145.0,star
2068.0,1616.0,140.0,star
1132.0,1398.0,151.0,star
1307.0,1519.0,136.0,star
2905.0,1426.0,157.0,star
915.0,2104.0,155.0,star
1886.0,358.0,155.0,star
1236.0,1602.0,129.0,star
1100.0,223.0,156.0,star
1611.0,1943.0,131.0,star
2232.0,1432.0,127.0,star
1823.0,364.0,158.0,star
2097.0,1092.0,142.0,star
2236.0,1454.0,128.0,star
2665.0,2541.0,173.0,star
2863.0,1366.0,149.0,star
1522.0,2304.0,137.0,star
2191.0,191.0,138.0,star
2672.0,798.0,152.0,star
1534.0,2557.0,152.0,star
2172.0,1370.0,125.0,star
779.0,2652.0,161.0,star
2835.0,1440.0,144.0,star
1950.0,792.0,147.0,star
1874.0,1509.0,128.0,star
1588.0,1391.0,132.0,star
969.0,2483.0,151.0,star
1080.0,3175.0,159.0,star
1320.0,962.0,146.0,star
2391.0,1275.0,136.0,star
1147.0,1649.0,131.0,star
2434.0,1254.0,129.0,star
840.0,2269.0,144.0,star
1684.0,2212.0,144.0,star
1488.0,1280.0,127.0,star
1442.0,796.0,151.0,star
1726.0,2038.0,131.0,star
974.0,2817.0,163.0,star
942.0,2334.0,136.0,star
1988.0,1637.0,129.0,star
1209.0,2891.0,158.0,star
2065.0,1080.0,142.0,star
1647.0,2013.0,137.0,star
2343.0,971.0,136.0,star
503.0,284.0,160.0,star
1464.0,1925.0,132.0,star
2128.0,698.0,134.0,star
2190.0,1516.0,123.0,star
1068.0,1603.0,139.0,star
2256.0,1316.0,137.0,star
262.0,1302.0,139.0,star
2105.0,665.0,145.0,star
2583.0,1109.0,159.0,star
2348.0,1685.0,133.0,star
2545.0,1858.0,138.0,star
2817.0,1370.0,160.0,star
1087.0,1111.0,151.0,star
1619.0,2359.0,135.0,star
2180.0,1272.0,131.0,star
1737.0,317.0,165.0,star
1094.0,1125.0,151.0,star
2041.0,2076.0,142.0,star
367.0,1349.0,140.0,star
2518.0,1516.0,141.0,star
1501.0,1899.0,130.0,star
2814.0,1045.0,158.0,star
1976.0,1455.0,134.0,star
1873.0,3128.0,170.0,star
1026.0,895.0,167.0,star
1066.0,1387.0,157.0,star
1495.0,2374.0,136.0,star
1230.0,2760.0,144.0,star
1451.0,1888.0,131.0,star
1365.0,2269.0,128.0,star
1860.0,247.0,162.0,star
1423.0,69.0,163.0,star
1205.0,1223.0,136.0,star
2327.0,1874.0,126.0,star
2642.0,1533.0,159.0,star
868.0,935.0,144.0,star
829.0,960.0,150.0,star
1774.0,334.0,144.0,star
1486.0,2590.0,140.0,star
2434.0,271.0,138.0,star
1145.0,2023.0,135.0,star
1636.0,1358.0,125.0,star
277.0,1469.0,148.0,star
1114.0,2688.0,141.0,star
2277.0,1330.0,135.0,star
872.0,801.0,163.0,star
1564.0,1389.0,125.0,star
1766.0,368.0,162.0,star
1042.0,2060.0,137.0,star
2093.0,1283.0,135.0,star
2069.0,1504.0,129.0,star
2158.0,1398.0,120.0,star
2379.0,1893.0,145.0,star
1598.0,2003.0,143.0,star
2177.0,587.0,156.0,star
1932.0,2096.0,146.0,star
561.0,2335.0,167.0,star
2500.0,2438.0,170.0,star
1402.0,1819.0,125.0,star
738.0,991.0,156.0,star
2127.0,1120.0,136.0,star
2362.0,1200.0,145.0,star
1688.0,2294.0,137.0,star
2755.0,350.0,182.0,star
2140.0,1401.0,132.0,star
1266.0,670.0,142.0,star
1511.0,1394.0,129.0,star
787.0,971.0,147.0,star
2564.0,1306.0,125.0,star
2219.0,316.0,147.0,star
958.0,2065.0,164.0,star
1737.0,1333.0,138.0,star
3162.0,2561.0,123.0,star
1420.0,1397.0,127.0,star
1834.0,2683.0,163.0,star
1793.0,265.0,138.0,star
2809.0,1383.0,137.0,star
1389.0,2093.0,139.0,star
2019.0,1335.0,129.0,star
1344.0,1523.0,126.0,star
2553.0,1796.0,135.0,star
804.0,2643.0,169.0,star
2013.0,1646.0,127.0,star
2033.0,1675.0,126.0,star
1293.0,2858.0,164.0,star
1896.0,2053.0,134.0,star
1772.0,2275.0,138.0,star
2369.0,3141.0,156.0,star
2336.0,1668.0,147.0,star
2553.0,1533.0,144.0,star
252.0,1288.0,157.0,star
825.0,2162.0,149.0,star
663.0,2396.0,156.0,star
1128.0,881.0,160.0,star
2032.0,1156.0,135.0,star
1962.0,1546.0,131.0,star
1607.0,248.0,132.0,star
1490.0,2234.0,131.0,star
2007.0,2783.0,138.0,star
2428.0,71.0,173.0,star
2068.0,1182.0,139.0,star
2946.0,1890.0,151.0,star
1146.0,2242.0,131.0,star
829.0,1177.0,138.0,star
2335.0,1699.0,142.0,star
869.0,2719.0,152.0,star
1217.0,2182.0,128.0,star
2127.0,2842.0,153.0,star
3108.0,1883.0,178.0,star
1601.0,848.0,130.0,star
1470.0,2249.0,139.0,star
1861.0,1065.0,130.0,star
2279.0,1440.0,132.0,star
1287.0,1227.0,141.0,star
687.0,1063.0,138.0,star
1329.0,2924.0,138.0,star
1288.0,1164.0,133.0,star
1621.0,1956.0,125.0,star
1561.0,1927.0,123.0,star
1461.0,2018.0,131.0,star
2337.0,1078.0,141.0,star
2080.0,872.0,146.0,star
1728.0,1967.0,120.0,star
2447.0,1230.0,139.0,star
1395.0,2820.0,148.0,star
1031.0,967.0,144.0,star
1275.0,1669.0,130.0,star
2543.0,2086.0,168.0,star
732.0,1040.0,144.0,star
1158.0,1370.0,142.0,star
1097.0,1771.0,125.0,star
1306.0,2420.0,122.0,star
2110.0,1330.0,131.0,star
2587.0,1809.0,151.0,star
744.0,1999.0,151.0,star
2145.0,784.0,140.0,star
1939.0,2759.0,164.0,star
1840.0,2887.0,140.0,star
263.0,1880.0,171.0,star
864.0,1845.0,157.0,star
1313.0,2817.0,142.0,star
1973.0,2645.0,150.0,star
1010.0,1211.0,142.0,star
1647.0,709.0,163.0,star
1521.0,2632.0,152.0,star
1403.0,1798.0,124.0,star
1983.0,1663.0,125.0,star
1931.0,1510.0,125.0,star
659.0,2361.0,138.0,star
624.0,600.0,167.0,star
1809.0,2407.0,155.0,star
2586.0,2625.0,123.0,star
2181.0,852.0,147.0,star
1207.0,2061.0,125.0,star
2949.0,1854.0,146.0,star
2600.0,1586.0,151.0,star
1778.0,1423.0,127.0,star
1464.0,1327.0,138.0,star
1766.0,386.0,156.0,star
2904.0,1190.0,147.0,star
1116.0,2098.0,137.0,star
1809.0,437.0,148.0,star
1420.0,814.0,132.0,star
1690.0,109.0,137.0,star
2311.0,1174.0,137.0,star
1000.0,2350.0,134.0,star
2202.0,1832.0,144.0,star
3060.0,1593.0,169.0,star
1527.0,2596.0,138.0,star
1504.0,101.0,165.0,star
980.0,1108.0,134.0,star
1697.0,1375.0,129.0,star
1995.0,2063.0,136.0,star
2182.0,329.0,155.0,star
2828.0,1453.0,131.0,star
2587.0,1888.0,136.0,star
1928.0,1993.0,124.0,star
1005.0,2781.0,165.0,star
507.0,1178.0,153.0,star
1820.0,1980.0,129.0,star
2096.0,369.0,153.0,star
993.0,717.0,153.0,star
2063.0,1332.0,136.0,star
2090.0,1317.0,124.0,star
2230.0,1490.0,126.0,star
1238.0,1665.0,126.0,star
2383.0,962.0,145.0,star
1597.0,1265.0,144.0,star
2072.0,1266.0,127.0,star
1739.0,1413.0,129.0,star
1299.0,1532.0,135.0,star
1629.0,2004.0,131.0,star
1097.0,2081.0,120.0,star
1618.0,42.0,153.0,star
1403.0,1237.0,140.0,star
2187.0,1399.0,125.0,star
1861.0,1094.0,144.0,star
1623.0,1981.0,129.0,star
2396.0,1343.0,138.0,star
1210.0,1353.0,149.0,star
1977.0,1007.0,144.0,star
825.0,1847.0,155.0,star
2376.0,1191.0,124.0,star
2118.0,1585.0,127.0,star
1288.0,1690.0,136.0,star
1638.0,2158.0,141.0,star
520.0,2418.0,162.0,star
387.0,1391.0,162.0,star
2859.0,694.0,165.0,star
2011.0,2058.0,141.0,star
1812.0,2222.0,150.0,star
1416.0,1915.0,128.0,star
2356.0,1520.0,129.0,star
913.0,2480.0,156.0,star
844.0,1496.0,162.0,star
756.0,1196.0,147.0,star
1302.0,2103.0,130.0,star
2138.0,1146.0,129.0,star
2471.0,1274.0,147.0,star
1140.0,2334.0,137.0,star
1442.0,1875.0,123.0,star
1102.0,1756.0,125.0,star
751.0,1049.0,134.0,star
1336.0,1819.0,134.0,star
1858.0,2013.0,125.0,star
1938.0,1141.0,144.0,star
2077.0,2145.0,137.0,star
2317.0,2735.0,156.0,star
1893.0,2954.0,160.0,star
524.0,2524.0,165.0,star
2106.0,736.0,144.0,star
2250.0,1024.0,128.0,star
2904.0,840.0,162.0,star
1053.0,2382.0,138.0,star
844.0,1287.0,143.0,star
1860.0,294.0,152.0,star
2085.0,745.0,119.0,star
3040.0,2596.0,123.0,star
1350.0,1639.0,123.0,star
2146.0,1877.0,134.0,star
840.0,2400.0,137.0,star
2175.0,728.0,162.0,star
2131.0,764.0,154.0,star
1869.0,1995.0,133.0,star
2545.0,1174.0,147.0,star
2100.0,1394.0,130.0,star
1341.0,1727.0,124.0,star
1646.0,2627.0,153.0,star
1701.0,1328.0,132.0,star
1352.0,1611.0,123.0,star
1005.0,1300.0,144.0,star
1972.0,901.0,153.0,star
2880.0,1113.0,164.0,star
2273.0,1929.0,134.0,star
2078.0,1144.0,138.0,star
1108.0,1000.0,151.0,star
1796.0,1978.0,124.0,star
968.0,2514.0,147.0,star
1680.0,2802.0,142.0,star
1366.0,1673.0,122.0,star
2102.0,1459.0,123.0,star
1783.0,2113.0,135.0,star
1465.0,931.0,122.0,star
2289.0,1236.0,138.0,star
557.0,1139.0,156.0,star
2201.0,128.0,165.0,star
1200.0,289.0,144.0,star
2127.0,1864.0,130.0,star
1541.0,2729.0,147.0,star
2867.0,347.0,156.0,star
1317.0,2236.0,133.0,star
780.0,1324.0,161.0,star
2082.0,1227.0,128.0,star
1284.0,1731.0,127.0,star
1656.0,1347.0,127.0,star
765.0,1862.0,166.0,star
1269.0,558.0,140.0,star
1060.0,2446.0,142.0,star
2361.0,1383.0,136.0,star
1504.0,1380.0,122.0,star
2913.0,1550.0,160.0,star
2989.0,1869.0,172.0,star
2135.0,2200.0,150.0,star
1265.0,2857.0,162.0,star
2253.0,1626.0,127.0,star
2382.0,1502.0,131.0,star
85.0,1396.0,148.0,star
1344.0,1072.0,122.0,star
2320.0,809.0,145.0,star
978.0,1186.0,142.0,star
1606.0,2015.0,127.0,star
829.0,2652.0,161.0,star
1723.0,2288.0,138.0,star
1051.0,2141.0,126.0,star
2035.0,1077.0,131.0,star
776.0,2682.0,145.0,star
1746.0,514.0,150.0,star
1324.0,1564.0,123.0,star
1076.0,2449.0,129.0,star
2553.0,1810.0,135.0,star
2648.0,984.0,142.0,star
2059.0,2165.0,139.0,star
1626.0,2727.0,144.0,star
2522.0,1669.0,155.0,star
312.0,1268.0,152.0,star
2824.0,1430.0,136.0,star
2861.0,1436.0,139.0,star
992.0,787.0,148.0,star
1199.0,2559.0,140.0,star
1370.0,1089.0,151.0,star
1036.0,1156.0,134.0,star
2289.0,973.0,132.0,star
1969.0,1645.0,124.0,star
1503.0,785.0,142.0,star
372.0,1183.0,141.0,star
1251.0,1650.0,127.0,star
2008.0,1058.0,130.0,star
1093.0,2258.0,137.0,star
1971.0,2348.0,156.0,star
1112.0,2676.0,135.0,star
2802.0,2051.0,160.0,star
1228.0,1921.0,125.0,star
2345.0,854.0,155.0,star
918.0,884.0,146.0,star
2417.0,295.0,133.0,star
1128.0,1563.0,126.0,star
1345.0,2517.0,137.0,star
987.0,1522.0,146.0,star
718.0,2175.0,144.0,star
779.0,914.0,162.0,star
347.0,1869.0,170.0,star
1047.0,2318.0,131.0,star
1142.0,2733.0,153.0,star
2206.0,529.0,146.0,star
1031.0,2348.0,135.0,star
2144.0,1347.0,130.0,star
1369.0,1369.0,126.0,star
1468.0,964.0,133.0,star
2106.0,1963.0,132.0,star
1452.0,2715.0,144.0,star
2634.0,1900.0,139.0,star
1264.0,1654.0,124.0,star
865.0,1659.0,150.0,star
2006.0,371.0,157.0,star
2253.0,2023.0,145.0,star
1440.0,1370.0,119.0,star
462.0,2244.0,156.0,star
1489.0,2386.0,137.0,star
802.0,1774.0,138.0,star
2441.0,690.0,168.0,star
977.0,2030.0,158.0,star
2887.0,415.0,139.0,star
2724.0,3149.0,125.0,star
2331.0,1542.0,131.0,star
1568.0,1172.0,139.0,star
358.0,138.0,129.0,star
2126.0,1414.0,123.0,star
681.0,2448.0,146.0,star
2491.0,1889.0,133.0,star
1344.0,2629.0,161.0,star
2025.0,778.0,148.0,star
1241.0,1968.0,123.0,star
394.0,1821.0,165.0,star
2056.0,1538.0,123.0,star
1576.0,1353.0,123.0,star
1614.0,2054.0,139.0,star
2565.0,1863.0,130.0,star
1834.0,338.0,154.0,star
1045.0,911.0,142.0,star
2487.0,1452.0,147.0,star
2167.0,2785.0,140.0,star
879.0,1751.0,151.0,star
282.0,1771.0,155.0,star
1300.0,1279.0,144.0,star
2638.0,2127.0,159.0,star
1547.0,1369.0,122.0,star
1087.0,2026.0,127.0,star
1017.0,1055.0,127.0,star
2205.0,201.0,144.0,star
1143.0,2898.0,151.0,star
1876.0,1476.0,122.0,star
1889.0,2064.0,139.0,star
1916.0,1503.0,120.0,star
1454.0,908.0,147.0,star
1203.0,1575.0,129.0,star
1291.0,2546.0,136.0,star
1791.0,431.0,153.0,star
1446.0,2279.0,133.0,star
2890.0,1338.0,163.0,star
2427.0,1491.0,148.0,star
2036.0,526.0,149.0,star
2582.0,929.0,156.0,star
2077.0,2129.0,141.0,star
733.0,1942.0,142.0,star
2462.0,2433.0,132.0,star
1830.0,2283.0,136.0,star
730.0,1076.0,130.0,star
1042.0,2124.0,129.0,star
1383.0,1826.0,124.0,star
2948.0,1762.0,158.0,star
3095.0,1982.0,169.0,star
1988.0,2852.0,165.0,star
2482.0,2009.0,142.0,star
